               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.037578,            0.022979,                   0,              0.9994,                   1,               0.995,             0.74609,            0.018853,            0.010132,                   0,          0.00028291,          0.00028291,            0.083483
                 169,            0.040338,            0.020513,                   0,             0.99956,                   1,               0.995,               0.796,            0.019419,            0.010067,                   0,          0.00027623,          0.00027623,            0.083376
                 170,            0.035696,            0.018704,                   0,             0.99936,                   1,               0.995,             0.82079,            0.018537,            0.010022,                   0,          0.00026945,          0.00026945,            0.083269
                 171,            0.048194,             0.01777,                   0,             0.99992,                   1,               0.995,             0.82079,            0.017908,           0.0099654,                   0,          0.00026257,          0.00026257,            0.083163
                 172,            0.054309,            0.019525,                   0,             0.99969,                   1,               0.995,             0.72129,            0.017592,           0.0099506,                   0,          0.00025559,          0.00025559,            0.083056
                 173,            0.055475,             0.01708,                   0,             0.99949,                   1,               0.995,             0.69609,             0.01784,           0.0099034,                   0,          0.00024851,          0.00024851,            0.082949
                 174,             0.02711,            0.015635,                   0,              0.9999,                   1,               0.995,             0.74604,            0.017357,           0.0098406,                   0,          0.00024134,          0.00024134,            0.082841
                 175,            0.039441,            0.014379,                   0,             0.99993,                   1,               0.995,             0.84554,            0.017564,           0.0097679,                   0,          0.00023406,          0.00023406,            0.082734
                 176,            0.037376,            0.016285,                   0,             0.99963,                   1,               0.995,             0.84554,            0.017849,            0.009662,                   0,          0.00022669,          0.00022669,            0.082627
                 177,            0.027743,            0.014919,                   0,             0.99966,                   1,               0.995,               0.796,             0.01711,           0.0096011,                   0,          0.00021921,          0.00021921,            0.082519
                 178,            0.064953,            0.022477,                   0,             0.99994,                   1,               0.995,              0.8955,             0.01756,           0.0095284,                   0,          0.00021164,          0.00021164,            0.082412
                 179,            0.026003,            0.020686,                   0,             0.99996,                   1,               0.995,              0.8955,            0.018305,           0.0094489,                   0,          0.00020397,          0.00020397,            0.082304
                 180,            0.032206,            0.015853,                   0,             0.99966,                   1,               0.995,              0.8955,            0.017898,            0.009437,                   0,           0.0001962,           0.0001962,            0.082196
                 181,            0.035927,            0.020886,                   0,             0.99966,                   1,               0.995,              0.8955,            0.018813,            0.009414,                   0,          0.00018833,          0.00018833,            0.082088
                 182,            0.042914,            0.018692,                   0,             0.99996,                   1,               0.995,             0.82079,            0.017884,           0.0093727,                   0,          0.00018036,          0.00018036,             0.08198
                 183,            0.054611,            0.015656,                   0,             0.99996,                   1,               0.995,             0.82079,            0.018426,           0.0093544,                   0,          0.00017229,          0.00017229,            0.081872
                 184,            0.041594,            0.019184,                   0,             0.99994,                   1,               0.995,             0.84554,             0.01794,           0.0093274,                   0,          0.00016413,          0.00016413,            0.081764
                 185,            0.049999,            0.022962,                   0,             0.99962,                   1,               0.995,               0.796,            0.017961,           0.0093313,                   0,          0.00015586,          0.00015586,            0.081656
                 186,            0.033973,            0.018779,                   0,             0.99991,                   1,               0.995,             0.82079,            0.017181,           0.0093291,                   0,           0.0001475,           0.0001475,            0.081547
                 187,            0.042729,            0.016131,                   0,             0.99992,                   1,               0.995,             0.84554,            0.016301,           0.0093066,                   0,          0.00013903,          0.00013903,            0.081439
                 188,            0.038216,            0.017434,                   0,             0.99964,                   1,               0.995,             0.84554,            0.016149,           0.0092943,                   0,          0.00013047,          0.00013047,             0.08133
                 189,             0.02335,            0.014314,                   0,             0.99963,                   1,               0.995,             0.84554,            0.016672,            0.009268,                   0,          0.00012181,          0.00012181,            0.081222
                 190,            0.034713,            0.018064,                   0,             0.99994,                   1,               0.995,             0.84554,            0.017124,           0.0092231,                   0,          0.00011305,          0.00011305,            0.081113
                 191,            0.044431,             0.01479,                   0,             0.99965,                   1,               0.995,              0.8955,            0.017279,           0.0092044,                   0,          0.00010419,          0.00010419,            0.081004
                 192,             0.02429,             0.02384,                   0,             0.99995,                   1,               0.995,             0.82079,            0.017465,           0.0091808,                   0,          9.5232e-05,          9.5232e-05,            0.080895
                 193,             0.02465,            0.018053,                   0,             0.99995,                   1,               0.995,              0.8955,            0.016884,           0.0091487,                   0,          8.6175e-05,          8.6175e-05,            0.080786
                 194,            0.021632,            0.014137,                   0,             0.99995,                   1,               0.995,              0.8955,            0.016408,           0.0091506,                   0,          7.7018e-05,          7.7018e-05,            0.080677
                 195,            0.056588,            0.017159,                   0,             0.99994,                   1,               0.995,              0.8955,            0.016308,             0.00915,                   0,          6.7763e-05,          6.7763e-05,            0.080568
                 196,            0.059055,             0.01791,                   0,             0.99992,                   1,               0.995,              0.8955,            0.016164,           0.0091283,                   0,          5.8408e-05,          5.8408e-05,            0.080458
                 197,             0.04633,            0.015626,                   0,             0.99989,                   1,               0.995,              0.8955,            0.015885,           0.0090979,                   0,          4.8955e-05,          4.8955e-05,            0.080349
                 198,            0.036182,            0.014624,                   0,             0.99958,                   1,               0.995,              0.8955,            0.015721,           0.0090948,                   0,          3.9402e-05,          3.9402e-05,            0.080239
                 199,            0.033628,            0.016177,                   0,             0.99991,                   1,               0.995,              0.8955,            0.015721,           0.0090669,                   0,          2.9751e-05,          2.9751e-05,             0.08013
